array,address_hex,address_decimal,word_hex,word_binary
DATA_ARRAY_1,0x5B,91,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x5C,92,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x5D,93,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x5E,94,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x5F,95,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x60,96,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x61,97,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x62,98,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x63,99,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x64,100,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x65,101,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x66,102,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x67,103,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x68,104,0x00000000,00000000000000000000000000000000
DATA_ARRAY_1,0x69,105,0x00000000,00000000000000000000000000000000
